Title,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,totalSeasons
Thunderbolt,"George Bancroft, Fay Wray, Richard Arlen, Tully Marshall",N/A,N/A,USA,N/A,Josef von Sternberg,"Crime, Drama, Film-Noir",English,N/A,"A criminal known as Thunderbolt is imprisoned and facing execution. Into the next cell is placed Bob Moran, an innocent man who has been framed and who is in love with Thunderbolt's girl. ...",https://images-na.ssl-images-amazon.com/images/M/MV5BMmFhNWVjNDUtZTU0Yi00NGIxLThiODQtNTg0MDFhZDRkZTQzXkEyXkFqcGdeQXVyMjQ3MTQ1MTg@._V1_SX300.jpg,Famous Players,N/A,"{'Source': 'Internet Movie Database', 'Value': '6.8/10'}",20 Jun 1929,True,85 min,movie,N/A,"Charles Furthman (story), Jules Furthman (story), Herman J. Mankiewicz, Joseph L. Mankiewicz (titles), Josef von Sternberg",1929,tt0020499,6.8,364,
Thunderbolt,"George Bancroft, Fay Wray, Richard Arlen, Tully Marshall",N/A,N/A,USA,N/A,Josef von Sternberg,"Crime, Drama, Film-Noir",English,N/A,"A criminal known as Thunderbolt is imprisoned and facing execution. Into the next cell is placed Bob Moran, an innocent man who has been framed and who is in love with Thunderbolt's girl. ...",https://images-na.ssl-images-amazon.com/images/M/MV5BMmFhNWVjNDUtZTU0Yi00NGIxLThiODQtNTg0MDFhZDRkZTQzXkEyXkFqcGdeQXVyMjQ3MTQ1MTg@._V1_SX300.jpg,Famous Players,N/A,"{'Source': 'Rotten Tomatoes', 'Value': '63%'}",20 Jun 1929,True,85 min,movie,N/A,"Charles Furthman (story), Jules Furthman (story), Herman J. Mankiewicz, Joseph L. Mankiewicz (titles), Josef von Sternberg",1929,tt0020499,6.8,364,
A Date with the Falcon,"George Sanders, Wendy Barrie, James Gleason, Allen Jenkins",N/A,N/A,USA,N/A,Irving Reis,"Crime, Drama, Mystery",English,N/A,"In the second film of the series (and not a second part of anything), Gay Lawrence, aka The Falcon, is about to depart the city to marry his fiancée, Helen Reed, when a mystery girl, Rita ...",https://images-na.ssl-images-amazon.com/images/M/MV5BZDQzNjUzYzktYjQ4OC00MWQwLTkzZGUtNzZhMmU3YTU2ZjA0XkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_SX300.jpg,N/A,APPROVED,"{'Source': 'Internet Movie Database', 'Value': '6.5/10'}",16 Jan 1942,True,63 min,movie,N/A,"Lynn Root (screen play), Frank Fenton (screen play), Michael Arlen (based upon the character created by)",1942,tt0033517,6.5,576,
Acolytes,"Joel Edgerton, Michael Dorman, Sebastian Gregory, Hanna Mangan Lawrence",3 wins & 2 nominations.,N/A,Australia,28 Jul 2009,Jon Hewitt,"Crime, Drama, Horror",English,N/A,Three teenagers blackmail a serial killer.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU1OTYzMTk1M15BMl5BanBnXkFtZTcwOTQ4MDIxMw@@._V1_SX300.jpg,IFC Midnight,N/A,"{'Source': 'Internet Movie Database', 'Value': '5.6/10'}",25 Mar 2009,True,91 min,movie,http://www.ifcfilms.com/films/acolytes,"Shane Krause, Shayne Armstrong, Jon Hewitt, James M. Vernon (additional writing)",2008,tt0902952,5.6,"2,011",
Acolytes,"Joel Edgerton, Michael Dorman, Sebastian Gregory, Hanna Mangan Lawrence",3 wins & 2 nominations.,N/A,Australia,28 Jul 2009,Jon Hewitt,"Crime, Drama, Horror",English,N/A,Three teenagers blackmail a serial killer.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU1OTYzMTk1M15BMl5BanBnXkFtZTcwOTQ4MDIxMw@@._V1_SX300.jpg,IFC Midnight,N/A,"{'Source': 'Rotten Tomatoes', 'Value': '75%'}",25 Mar 2009,True,91 min,movie,http://www.ifcfilms.com/films/acolytes,"Shane Krause, Shayne Armstrong, Jon Hewitt, James M. Vernon (additional writing)",2008,tt0902952,5.6,"2,011",
Any and Every Which Way,"Yoshiki Kanahashi, Hôka Kinoshita, Kotono, Ini Kusano",N/A,N/A,Japan,N/A,Shôichirô Masumoto,Comedy,Japanese,N/A,Momoko is a taxi driver with a bad sales record. She and her co-worker Ranko try to project their sexual attractions to gain customers. Male passengers surge into their taxi's to get their ...,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE0NzI3NTA0Nl5BMl5BanBnXkFtZTgwNjMzNTEwODE@._V1_SX300.jpg,N/A,N/A,"{'Source': 'Internet Movie Database', 'Value': '5.1/10'}",27 Feb 2010,True,75 min,movie,N/A,Shôichirô Masumoto (screenplay),2010,tt1584828,5.1,54,
Babes in Toyland,"Charles Nelson Reilly, Lacey Chabert, Joseph Ashton, Raphael Sbarge",2 nominations.,N/A,USA,02 Nov 2004,"Toby Bluth, Charles Grosvenor, Paul Sabella","Animation, Comedy, Family",English,N/A,Everyone's favorite nursery rhyme characters come magically and musically to life in this animated adventure based on the classic holiday tale.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc2OTkyMTQ4OF5BMl5BanBnXkFtZTcwNzEwNDAzMQ@@._V1_SX300.jpg,MGM,G,"{'Source': 'Internet Movie Database', 'Value': '4.6/10'}",14 Oct 1997,True,74 min,movie,N/A,"John Loy (screenplay), Glen MacDonough (operetta)",1997,tt0168473,4.6,412,
Black River,"Jay Mohr, Lisa Edelstein, Ann Cusack, Ron Canada",N/A,N/A,USA,29 Jan 2002,Jeff Bleckner,"Mystery, Sci-Fi",English,N/A,A writer visits a town that isn't what it appears to be.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTIxOTA0NDQ4N15BMl5BanBnXkFtZTcwNDcxNTAzMQ@@._V1_SX300.jpg,Bayonne Entertainment,PG,"{'Source': 'Internet Movie Database', 'Value': '5.9/10'}",06 Jul 2001,True,84 min,movie,N/A,"Daniel Taplitz (teleplay), Dean R. Koontz (novel)",2001,tt0280241,5.9,"1,205",
Varg Veum - Svarte får,"Trond Espen Seim, Lene Nystrøm, Bjørn Floberg, Alexander Karim",N/A,N/A,Norway,N/A,Stephan Apelgren,Crime,Norwegian,N/A,"The plot spins around Veum's girlfriends sister. Her sister is a prostitute, and through her discovered shady actions, drug dealing, pimping and other criminal activity. But even the ...",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ4NTUxMzg0N15BMl5BanBnXkFtZTcwMTc1MTMzNQ@@._V1_SX300.jpg,N/A,N/A,"{'Source': 'Internet Movie Database', 'Value': '6.1/10'}",21 Jan 2011,True,90 min,movie,N/A,"Trygve Allister Diesen (screenplay), Christopher Harberg (story)",2011,tt1699164,6.1,920,
Seashore,"Mateus Almada, Maurício Barcellos, Elisa Brittes, Fernando Hart",3 wins & 4 nominations.,N/A,Brazil,N/A,"Filipe Matzembacher, Marcio Reolon","Drama, Romance",Portuguese,N/A,Two boys on the edge of adulthood find themselves exploring their relationship.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ4NzgwMDI3OF5BMl5BanBnXkFtZTgwMzUyMzEyNjE@._V1_SX300.jpg,N/A,UNRATED,"{'Source': 'Internet Movie Database', 'Value': '5.6/10'}",05 Nov 2015,True,83 min,movie,N/A,"Filipe Matzembacher, Marcio Reolon",2015,tt4427060,5.6,"1,628",
Lootera,"Ranveer Singh, Sonakshi Sinha, Barun Chanda, Adil Hussain",4 wins & 21 nominations.,"$581,813",India,12 Jan 2015,Vikramaditya Motwane,"Drama, Romance",Hindi,N/A,"An aristocrat's daughter falls in love with a visiting archaeologist, but he holds a secret that could drive them apart.",https://images-na.ssl-images-amazon.com/images/M/MV5BOTUwNTYyMzk4Ml5BMl5BanBnXkFtZTcwMTY2Mzc4OQ@@._V1_SX300.jpg,Eros,NOT RATED,"{'Source': 'Internet Movie Database', 'Value': '7.3/10'}",05 Jul 2013,True,136 min,movie,N/A,"O. Henry (short story ""The Last Leaf""), Bhavani Iyer (screenplay), Anurag Kashyap (dialogue), Vikramaditya Motwane (screenplay)",2013,tt2224317,7.3,"11,910",
Fire in Babylon,"Richie Benaud, Ian Botham, Geoffrey Boycott, Brian Close",3 nominations.,N/A,UK,18 Oct 2011,Stevan Riley,"Documentary, Sport",English,69,Feature documentary about the great West Indies cricket team of the 1970's/80's.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjg0NDczODg3Ml5BMl5BanBnXkFtZTcwMTIxMzcxNQ@@._V1_SX300.jpg,Tribeca Films,TV-14,"{'Source': 'Internet Movie Database', 'Value': '7.7/10'}",22 Jul 2011,True,87 min,movie,http://www.fireinbabylon.com/,Stevan Riley,2010,tt1727790,7.7,"1,432",
Fire in Babylon,"Richie Benaud, Ian Botham, Geoffrey Boycott, Brian Close",3 nominations.,N/A,UK,18 Oct 2011,Stevan Riley,"Documentary, Sport",English,69,Feature documentary about the great West Indies cricket team of the 1970's/80's.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjg0NDczODg3Ml5BMl5BanBnXkFtZTcwMTIxMzcxNQ@@._V1_SX300.jpg,Tribeca Films,TV-14,"{'Source': 'Rotten Tomatoes', 'Value': '91%'}",22 Jul 2011,True,87 min,movie,http://www.fireinbabylon.com/,Stevan Riley,2010,tt1727790,7.7,"1,432",
Fire in Babylon,"Richie Benaud, Ian Botham, Geoffrey Boycott, Brian Close",3 nominations.,N/A,UK,18 Oct 2011,Stevan Riley,"Documentary, Sport",English,69,Feature documentary about the great West Indies cricket team of the 1970's/80's.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjg0NDczODg3Ml5BMl5BanBnXkFtZTcwMTIxMzcxNQ@@._V1_SX300.jpg,Tribeca Films,TV-14,"{'Source': 'Metacritic', 'Value': '69/100'}",22 Jul 2011,True,87 min,movie,http://www.fireinbabylon.com/,Stevan Riley,2010,tt1727790,7.7,"1,432",
Consolation Marriage,"Irene Dunne, Pat O'Brien, John Halliday, Myrna Loy",N/A,N/A,USA,N/A,Paul Sloane,Drama,English,N/A,"In prohibition-era Manhattan, shopkeeper Mary Brown loses Aubrey, her childhood sweetheart, when he marries a rich woman. Reporter Steve ""Rollo"" Porter has lost -his- childhood sweetheart, ...",https://images-na.ssl-images-amazon.com/images/M/MV5BYTFkMjcxODMtMWUwNy00YTUyLWJiZDAtMGI3Yzg3MzlkNjQ0XkEyXkFqcGdeQXVyMTcyODY2NDQ@._V1_SX300.jpg,RKO Pictures,PASSED,"{'Source': 'Internet Movie Database', 'Value': '6.1/10'}",21 Nov 1931,True,81 min,movie,N/A,"Bill Cunningham (by), Humphrey Pearson (screenplay), Humphrey Pearson (dialogue)",1931,tt0021761,6.1,307,
Dear Mr. Gacy,"William Forsythe, Jesse Moss, Emma Lahana, Cole Heppell",N/A,N/A,Canada,11 Jan 2011,Svetozar Ristovski,"Crime, Drama, Thriller",English,N/A,"A chronicle of the interaction between college student Jason Moss and the object of his obsession, serial killer John Wayne Gacy.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjAxNTA2NzEwM15BMl5BanBnXkFtZTcwMzE5ODEwNA@@._V1_SX300.jpg,STARZ MEDIA LLC.,R,"{'Source': 'Internet Movie Database', 'Value': '6.4/10'}",11 May 2010,True,103 min,movie,http://www.dearmrgacy.com/,"Kellie Madison (screenplay), Clark Peterson (story), Jason Moss (book), Jeffrey Kottler (book)",2010,tt1371117,6.4,"2,697",
Death Machines,"Ronald L. Marchini, Michael Chong, Joshua Johnson, Mari Honjo",N/A,N/A,USA,12 Apr 2005,Paul Kyriazi,"Action, Thriller",English,N/A,"An evil Oriental Dragon Lady injects three martial arts fighters with a serum that turns them into zombie-like assassins, and she sends them out against her enemies.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTIzNjk3MDUzMF5BMl5BanBnXkFtZTYwMTgzMzM5._V1_SX300.jpg,Crown International Pictures,R,"{'Source': 'Internet Movie Database', 'Value': '3.6/10'}",01 Jun 1976,True,93 min,movie,N/A,"Joe Walders (screenplay), Paul Kyriazi (screenplay), Joe Walders (original story)",1976,tt0074383,3.6,378,
Drunk Wedding,"Nick P. Ross, J.R. Ramirez, Christian Cooke, Bethany Dwyer",N/A,N/A,USA,N/A,Nick Weiss,Comedy,English,N/A,John and Elissa's perfect destination wedding is derailed when their college friends get drunk on tequila.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTgwNzIyMTQ3M15BMl5BanBnXkFtZTgwNDM3MDc3NTE@._V1_SX300.jpg,Paramount Pictures,R,"{'Source': 'Internet Movie Database', 'Value': '4.6/10'}",22 May 2015,True,81 min,movie,N/A,"Anthony Weiss, Nick Weiss",2015,tt1950135,4.6,593,
Evidence,"Ryan McCoy, Brett Rosenberg, Ashley Bracken, Toby Bryant",N/A,N/A,USA,N/A,Howie Askins,"Horror, Mystery, Sci-Fi",English,N/A,"Ryan makes a documentary on his friend, Brett, and his first time camping, until a mysterious figure in the woods starts hunting them.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTM0ODA3MDk1MV5BMl5BanBnXkFtZTcwNTE0NzAzOA@@._V1_SX300.jpg,N/A,N/A,"{'Source': 'Internet Movie Database', 'Value': '5.1/10'}",27 Sep 2012,True,78 min,movie,N/A,Ryan McCoy,2012,tt1640218,5.1,"3,903",
Ghoul,"Jennifer Armour, Dmytro Bazayev, Inna Belikova, Alina Golovlyova",1 win.,N/A,"Czech Republic, Ukraine",10 May 2015,Petr Jákl,"Horror, Thriller",English,32,Three American filmmakers become the targets of the evil spirit of the most violent cannibal in recorded history.,https://ia.media-imdb.com/images/M/MV5BMzA2NTMxNzE2M15BMl5BanBnXkFtZTgwOTQwOTU3NDE@._V1_SX300.jpg,Vega Baby Releasing,NOT RATED,"{'Source': 'Internet Movie Database', 'Value': '4.5/10'}",26 Feb 2015,True,86 min,movie,https://www.facebook.com/TheGhoulMovie,"Petr Bok, Petr Jákl, Petr Jákl (story by)",2015,tt3101132,4.5,"1,242",
Ghoul,"Jennifer Armour, Dmytro Bazayev, Inna Belikova, Alina Golovlyova",1 win.,N/A,"Czech Republic, Ukraine",10 May 2015,Petr Jákl,"Horror, Thriller",English,32,Three American filmmakers become the targets of the evil spirit of the most violent cannibal in recorded history.,https://ia.media-imdb.com/images/M/MV5BMzA2NTMxNzE2M15BMl5BanBnXkFtZTgwOTQwOTU3NDE@._V1_SX300.jpg,Vega Baby Releasing,NOT RATED,"{'Source': 'Rotten Tomatoes', 'Value': '25%'}",26 Feb 2015,True,86 min,movie,https://www.facebook.com/TheGhoulMovie,"Petr Bok, Petr Jákl, Petr Jákl (story by)",2015,tt3101132,4.5,"1,242",
Ghoul,"Jennifer Armour, Dmytro Bazayev, Inna Belikova, Alina Golovlyova",1 win.,N/A,"Czech Republic, Ukraine",10 May 2015,Petr Jákl,"Horror, Thriller",English,32,Three American filmmakers become the targets of the evil spirit of the most violent cannibal in recorded history.,https://ia.media-imdb.com/images/M/MV5BMzA2NTMxNzE2M15BMl5BanBnXkFtZTgwOTQwOTU3NDE@._V1_SX300.jpg,Vega Baby Releasing,NOT RATED,"{'Source': 'Metacritic', 'Value': '32/100'}",26 Feb 2015,True,86 min,movie,https://www.facebook.com/TheGhoulMovie,"Petr Bok, Petr Jákl, Petr Jákl (story by)",2015,tt3101132,4.5,"1,242",
Ghoul,"Barry Corbin, Catherine Mary Stewart, Nolan Gould, Catherine Curtin",N/A,N/A,USA,08 Jan 2012,Gregory Wilson,"Drama, Horror, Thriller",English,N/A,"Centers on a group of friends who risk their lives to stop who, or what, is behind a rash of disappearances in their town.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTcxNDkyMTY4OF5BMl5BanBnXkFtZTcwMTIwMjY2OA@@._V1_SX300.jpg,Chiller Films,NOT RATED,"{'Source': 'Internet Movie Database', 'Value': '3.9/10'}",13 Apr 2012,True,80 min,movie,N/A,"Brian Keene (novel), William M. Miller (screenplay)",2012,tt1877647,3.9,581,
Headspace,"Christopher Denham, Sean Young, Larry Fessenden, Daniel Manche",1 win.,N/A,USA,12 Sep 2006,Andrew van den Houten,"Horror, Mystery, Sci-Fi",English,N/A,"25-year-old Alex Borden is handsome, charming, and intelligent. In fact, he may be too smart for his own good as his life is swiftly becoming a living hell. Alex's nightmare begins when he ...",https://images-na.ssl-images-amazon.com/images/M/MV5BMTkzMTQwOTQ0NV5BMl5BanBnXkFtZTcwODU2MDUzMQ@@._V1_SX300.jpg,Freestyle Releasing,R,"{'Source': 'Internet Movie Database', 'Value': '4.7/10'}",18 Sep 2005,True,89 min,movie,http://www.headspacethemovie.com,"Troy McCombs (story), Steve Klausner (screenplay), William M. Miller (screenplay)",2005,tt0417745,4.7,"1,673",
Headspace,"Christopher Denham, Sean Young, Larry Fessenden, Daniel Manche",1 win.,N/A,USA,12 Sep 2006,Andrew van den Houten,"Horror, Mystery, Sci-Fi",English,N/A,"25-year-old Alex Borden is handsome, charming, and intelligent. In fact, he may be too smart for his own good as his life is swiftly becoming a living hell. Alex's nightmare begins when he ...",https://images-na.ssl-images-amazon.com/images/M/MV5BMTkzMTQwOTQ0NV5BMl5BanBnXkFtZTcwODU2MDUzMQ@@._V1_SX300.jpg,Freestyle Releasing,R,"{'Source': 'Rotten Tomatoes', 'Value': '50%'}",18 Sep 2005,True,89 min,movie,http://www.headspacethemovie.com,"Troy McCombs (story), Steve Klausner (screenplay), William M. Miller (screenplay)",2005,tt0417745,4.7,"1,673",
Island of Love,"Robert Preston, Tony Randall, Giorgia Moll, Walter Matthau",N/A,N/A,USA,N/A,Morton DaCosta,Comedy,"English, Greek",N/A,A con man (Robert Preston) enlists a drunk writer (Tony Randall) to write a fictitious screen play to be funded by a rich but unethical mobster producer. The plot is the story of Adam and ...,https://images-na.ssl-images-amazon.com/images/M/MV5BMjIyMjc2OTMwM15BMl5BanBnXkFtZTcwMzA4MzMzNA@@._V1_SX300.jpg,Warner Bros.,APPROVED,"{'Source': 'Internet Movie Database', 'Value': '5.2/10'}",25 Oct 1963,True,101 min,movie,N/A,"David R. Schwartz (screenplay), Leo Katcher (story)",1963,tt0057189,5.2,153,
Legion,"Parker Stevenson, Terry Farrell, Corey Feldman, Rick Springfield",N/A,N/A,USA,23 Jun 1998,Jon Hess,"Action, Horror, Sci-Fi",English,N/A,The story is set in the year 2036 and revolves around a special forces team led by Major Agatha Doyle (Farrell) formed from death-row prisoners and their ensuing mission. A former war hero ...,https://images-na.ssl-images-amazon.com/images/M/MV5BMTIxMjgyMzQzN15BMl5BanBnXkFtZTcwMTI3MjAyMQ@@._V1_SX300.jpg,N/A,NOT RATED,"{'Source': 'Internet Movie Database', 'Value': '4.8/10'}",18 Apr 1998,True,97 min,movie,N/A,Evan Spiliotopoulos,1998,tt0126387,4.8,415,
Let Go,"David Denman, Gillian Jacobs, Kevin Hart, Edward Asner",N/A,N/A,USA,21 Aug 2012,Brian Jett,Comedy,English,N/A,"Follows the intertwining stories of Walter Dishman, a melancholy parole officer struggling with the doldrums of married life, and three eccentric ex-convicts recently placed under his supervision.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTkwMTU2MDA2M15BMl5BanBnXkFtZTcwMDg4Mjk0Ng@@._V1_SX300.jpg,Entertainment One,UNRATED,"{'Source': 'Internet Movie Database', 'Value': '5.4/10'}",21 Aug 2012,True,95 min,movie,http://www.facebook.com/LetGo.Movie,Brian Jett,2011,tt1674776,5.4,471,
Resurrection County,"Adam Huss, Kathryn Michelle, Dayton Knoll, Cassie Self",N/A,N/A,USA,15 May 2012,Matt Zettell,"Horror, Thriller",English,N/A,"When travelling through Resurrection County, mind the signs, one false move out there could be your last. When four suburbanite campers roll into the remote town of Enoch, they find that ...",https://images-na.ssl-images-amazon.com/images/M/MV5BMTc5MzQ5OTUyM15BMl5BanBnXkFtZTgwMjU4MjA2MDE@._V1_SX300.jpg,N/A,R,"{'Source': 'Internet Movie Database', 'Value': '4.7/10'}",19 Oct 2011,True,95 min,movie,N/A,"James Cotten, Matt Yeager, James Cotten (story)",2008,tt1297943,4.7,491,
The Rite,"Ingrid Thulin, Anders Ek, Gunnar Björnstrand, Erik Hell",N/A,N/A,Sweden,26 Sep 1995,Ingmar Bergman,Drama,Swedish,N/A,"A judge in an unnamed country interviews three actors, together and singly, provoking them while investigating a pornographic performance for which they may face a fine. Their relationships...",https://images-na.ssl-images-amazon.com/images/M/MV5BMTkxNzUzOTAzNl5BMl5BanBnXkFtZTcwNzg2MDUxMQ@@._V1_SX300.jpg,N/A,N/A,"{'Source': 'Internet Movie Database', 'Value': '7.3/10'}",18 Sep 1969,True,72 min,movie,N/A,Ingmar Bergman,1969,tt0064897,7.3,"1,577",
The Rite,"Ingrid Thulin, Anders Ek, Gunnar Björnstrand, Erik Hell",N/A,N/A,Sweden,26 Sep 1995,Ingmar Bergman,Drama,Swedish,N/A,"A judge in an unnamed country interviews three actors, together and singly, provoking them while investigating a pornographic performance for which they may face a fine. Their relationships...",https://images-na.ssl-images-amazon.com/images/M/MV5BMTkxNzUzOTAzNl5BMl5BanBnXkFtZTcwNzg2MDUxMQ@@._V1_SX300.jpg,N/A,N/A,"{'Source': 'Rotten Tomatoes', 'Value': '80%'}",18 Sep 1969,True,72 min,movie,N/A,Ingmar Bergman,1969,tt0064897,7.3,"1,577",
Remains,"Grant Bowler, Evalena Marie, Tawny Cypress, Miko Hughes",N/A,N/A,USA,N/A,Colin Theys,"Action, Drama, Horror",English,N/A,"A freak accident turns a bulk of the world's population into lethal flesh-eating zombies. A small and desperate group of uninfected human survivors take refuge in a vacant casino in Reno, ...",https://images-na.ssl-images-amazon.com/images/M/MV5BMTY0MDQ1NjUyMV5BMl5BanBnXkFtZTcwNDIxOTExNw@@._V1_SX300.jpg,N/A,NOT RATED,"{'Source': 'Internet Movie Database', 'Value': '4.2/10'}",06 Dec 2011,True,88 min,movie,N/A,"John Doolan (screenplay), Steve Niles (graphic novel), Steve Niles (original story)",2011,tt1870527,4.2,"1,838",
Stolen Identity,"Donald Buka, Joan Camden, Francis Lederer, Adrienne Gessner",N/A,N/A,"Austria, USA",N/A,Gunther von Fritsch,"Drama, Film-Noir",English,N/A,"A jealous concert pianist murders his wife's lover, then frames an innocent taxi driver for the crime.",https://images-na.ssl-images-amazon.com/images/M/MV5BYTIyNmNlOWItNmIyYS00OGNmLTlmOWUtZGRhMDQ1M2I0NDBiXkEyXkFqcGdeQXVyNzM0MDQ1Mw@@._V1_SX300.jpg,Trans-Global,APPROVED,"{'Source': 'Internet Movie Database', 'Value': '6.3/10'}",15 Sep 1958,True,81 min,movie,N/A,"Robert Hill (screen play), Alexander Lernet-Holenia (novel)",1953,tt0046372,6.3,129,
